WHLM,"Wilhelmina International, Inc.",Consumer Services,Professional Services
WLDN,"Willdan Group, Inc.",Consumer Services,Military/Government/Technical
WSM,"Williams-Sonoma, Inc.",Consumer Services,Home Furnishings
WING,Wingstop Inc.,Consumer Services,Restaurants
WINA,Winmark Corporation,Consumer Services,Other Specialty Stores
WWE,"World Wrestling Entertainment, Inc.",Consumer Services,Movies/Entertainment
WW,"WW International, Inc. ",Consumer Services,Other Consumer Services
WYND,"Wyndham Destinations, Inc.",Consumer Services,Hotels/Resorts
WH,"Wyndham Hotels & Resorts, Inc.",Consumer Services,Hotels/Resorts
WYNN,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts
XHR,"Xenia Hotels & Resorts, Inc.",Consumer Services,Hotels/Resorts
XPO,"XPO Logistics, Inc.",Consumer Services,Transportation Services
XSPA,"XpresSpa Group, Inc. ",Consumer Services,Other Consumer Services
YTRA,"Yatra Online, Inc.",Consumer Services,Transportation Services
YELP,Yelp Inc.,Consumer Services,Other Consumer Services
DAO,"Youdao, Inc.",Consumer Services,Other Consumer Services
YGYI,"Youngevity International, Inc.",Consumer Services,Catalog/Specialty Distribution
YGYIP,"Youngevity International, Inc.",Consumer Services,Catalog/Specialty Distribution
YUMC,"Yum China Holdings, Inc.",Consumer Services,Restaurants
YUM,"Yum! Brands, Inc.",Consumer Services,Restaurants
YJ,Yunji Inc.,Consumer Services,Other Specialty Stores
ZAGG,ZAGG Inc,Consumer Services,Other Specialty Stores
ZVO,Zovio Inc.,Consumer Services,Other Consumer Services
ZUMZ,Zumiez Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
XXII,"22nd Century Group, Inc",Consumer Non-Durables,Farming/Seeds/Milling
GOLF,Acushnet Holdings Corp.,Consumer Non-Durables,Recreational Products/Toys
AGRO,Adecoagro S.A.,Consumer Non-Durables,Farming/Seeds/Milling
ALCO,"Alico, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
MO,Altria Group,Consumer Non-Durables,Farming/Seeds/Milling
AMAL,Amalgamated Bank,Consumer Non-Durables,Textiles
ABEV,Ambev S.A.,Consumer Non-Durables,Beverages (Production/Distribution)
DIT,AMCON Distributing Company,Consumer Non-Durables,Food Distributors
RYCE,Amira Nature Foods Ltd,Consumer Non-Durables,Packaged Foods
BUD,Anheuser-Busch Inbev SA,Consumer Non-Durables,Beverages (Production/Distribution)
AXE,Anixter International Inc.,Consumer Non-Durables,Telecommunications Equipment
APEX,Apex Global Brands Inc.,Consumer Non-Durables,Apparel
ATR,"AptarGroup, Inc.",Consumer Non-Durables,Plastic Products
ADM,Archer-Daniels-Midland Company,Consumer Non-Durables,Packaged Foods
FUV,"Arcimoto, Inc.",Consumer Non-Durables,Motor Vehicles
ARLO,"Arlo Technologies, Inc.",Consumer Non-Durables,Consumer Electronics/Appliances
AFI,"Armstrong Flooring, Inc.",Consumer Non-Durables,Plastic Products
AWI,Armstrong World Industries Inc,Consumer Non-Durables,Plastic Products
AHI,"Avadim Health, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
BGS,"B&G Foods, Inc.",Consumer Non-Durables,Packaged Foods
BRBR,"BellRing Brands, Inc.",Consumer Non-Durables,Packaged Foods
BERY,"Berry Global Group, Inc.",Consumer Non-Durables,Plastic Products
BYND,"Beyond Meat, Inc.",Consumer Non-Durables,Packaged Foods
BHAT,Blue Hat Interactive Entertainment Technology,Consumer Non-Durables,Recreational Products/Toys
SAM,"Boston Beer Company, Inc. (The)",Consumer Non-Durables,Beverages (Production/Distribution)
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,Consumer Non-Durables,Farming/Seeds/Milling
BRFS,BRF S.A.,Consumer Non-Durables,Meat/Poultry/Fish
BRID,Bridgford Foods Corporation,Consumer Non-Durables,Specialty Foods
BV,"BrightView Holdings, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
BTI,British American Tobacco p.l.c.,Consumer Non-Durables,Farming/Seeds/Milling
BG,Bunge Limited,Consumer Non-Durables,Packaged Foods
CVGW,"Calavo Growers, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
CAL,"Caleres, Inc.",Consumer Non-Durables,Shoe Manufacturing
ELY,Callaway Golf Company,Consumer Non-Durables,Recreational Products/Toys
CALM,"Cal-Maine Foods, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
CPB,Campbell Soup Company,Consumer Non-Durables,Packaged Foods
GOOS,Canada Goose Holdings Inc.,Consumer Non-Durables,Apparel
CSWC,Capital Southwest Corporation,Consumer Non-Durables,Textiles
CSWCL,Capital Southwest Corporation,Consumer Non-Durables,Textiles
CPRI,Capri Holdings Limited,Consumer Non-Durables,Apparel
CRI,"Carter&#39;s, Inc.",Consumer Non-Durables,Apparel
YCBD,"cbdMD, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
CELH,"Celsius Holdings, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
CTRC,Centric Brands Inc.,Consumer Non-Durables,Apparel
PLIN,"China Xiangtai Food Co., Ltd.",Consumer Non-Durables,Meat/Poultry/Fish
CTAS,Cintas Corporation,Consumer Non-Durables,Apparel
CLAR,Clarus Corporation,Consumer Non-Durables,Recreational Products/Toys
KOF,Coca Cola Femsa S.A.B. de C.V.,Consumer Non-Durables,Beverages (Production/Distribution)
KO,Coca-Cola Company (The),Consumer Non-Durables,Beverages (Production/Distribution)
COKE,"Coca-Cola Consolidated, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
CCEP,Coca-Cola European Partners plc,Consumer Non-Durables,Beverages (Production/Distribution)
JVA,"Coffee Holding Co., Inc.",Consumer Non-Durables,Food Distributors
CL,Colgate-Palmolive Company,Consumer Non-Durables,Package Goods/Cosmetics
COLM,Columbia Sportswear Company,Consumer Non-Durables,Apparel
CCU,"Compania Cervecerias Unidas, S.A.",Consumer Non-Durables,Beverages (Production/Distribution)
CAG,"ConAgra Brands, Inc.",Consumer Non-Durables,Packaged Foods
STZ,Constellation Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution)
CMT,Core Molding Technologies Inc,Consumer Non-Durables,Plastic Products
CORE,"Core-Mark Holding Company, Inc.",Consumer Non-Durables,Food Distributors
CTVA,"Corteva, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
CZZ,Cosan Limited,Consumer Non-Durables,Specialty Foods
COT,Cott Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
COTY,Coty Inc.,Consumer Non-Durables,Package Goods/Cosmetics
BREW,"Craft Brew Alliance, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
CROX,"Crocs, Inc.",Consumer Non-Durables,Shoe Manufacturing
DAR,Darling Ingredients Inc.,Consumer Non-Durables,Packaged Foods
DTEA,DAVIDsTEA Inc.,Consumer Non-Durables,Food Chains
DECK,Deckers Outdoor Corporation,Consumer Non-Durables,Shoe Manufacturing
DLA,"Delta Apparel, Inc.",Consumer Non-Durables,Apparel
DSWL,"Deswell Industries, Inc.",Consumer Non-Durables,Plastic Products
DEO,Diageo plc,Consumer Non-Durables,Beverages (Production/Distribution)
DPZ,Domino&#39;s Pizza Inc,Consumer Non-Durables,Food Distributors
ELF,"e.l.f. Beauty, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
EAST,"Eastside Distilling, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
EPC,Edgewell Personal Care,Consumer Non-Durables,Package Goods/Cosmetics
EDNT,"Edison Nation, Inc.",Consumer Non-Durables,Recreational Products/Toys
MSN,Emerson Radio Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
ENS,Enersys,Consumer Non-Durables,Telecommunications Equipment
ENTG,"Entegris, Inc.",Consumer Non-Durables,Plastic Products
ESCA,"Escalade, Incorporated",Consumer Non-Durables,Recreational Products/Toys
EL,"Estee Lauder Companies, Inc. (The)",Consumer Non-Durables,Package Goods/Cosmetics
EVK,"Ever-Glory International Group, Inc.",Consumer Non-Durables,Apparel
FARM,Farmer Brothers Company,Consumer Non-Durables,Packaged Foods
FAMI,"FARMMI, INC.",Consumer Non-Durables,Packaged Foods
FLO,"Flowers Foods, Inc.",Consumer Non-Durables,Packaged Foods
FMX,Fomento Economico Mexicano S.A.B. de C.V.,Consumer Non-Durables,Beverages (Production/Distribution)
FORD,"Forward Industries, Inc.",Consumer Non-Durables,Plastic Products
FOSL,"Fossil Group, Inc.",Consumer Non-Durables,Consumer Specialties
FOXF,Fox Factory Holding Corp.,Consumer Non-Durables,Motor Vehicles
FDP,"Fresh Del Monte Produce, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
FRPT,"Freshpet, Inc.",Consumer Non-Durables,Packaged Foods
FORK,Fuling Global Inc.,Consumer Non-Durables,Plastic Products
FNKO,"Funko, Inc.",Consumer Non-Durables,Recreational Products/Toys
FTFT,Future FinTech Group Inc.,Consumer Non-Durables,Packaged Foods
WILC,"G. Willi-Food International,  Ltd.",Consumer Non-Durables,Food Distributors
GNSS,Genasys Inc.,Consumer Non-Durables,Consumer Electronics/Appliances
GIS,"General Mills, Inc.",Consumer Non-Durables,Packaged Foods
GIII,"G-III Apparel Group, LTD.",Consumer Non-Durables,Apparel
GIL,"Gildan Activewear, Inc.",Consumer Non-Durables,Apparel
GLAD,Gladstone Capital Corporation,Consumer Non-Durables,Textiles
GLADD,Gladstone Capital Corporation,Consumer Non-Durables,Textiles
GLADL,Gladstone Capital Corporation,Consumer Non-Durables,Textiles
GNC,"GNC Holdings, Inc.",Consumer Non-Durables,Food Chains
GES,"Guess?, Inc.",Consumer Non-Durables,Apparel
HOG,"Harley-Davidson, Inc.",Consumer Non-Durables,Motor Vehicles
HAS,"Hasbro, Inc.",Consumer Non-Durables,Recreational Products/Toys
HSY,Hershey Company (The),Consumer Non-Durables,Specialty Foods
HFFG,HF Foods Group Inc.,Consumer Non-Durables,Food Distributors
HRL,Hormel Foods Corporation,Consumer Non-Durables,Meat/Poultry/Fish
TWNK,"Hostess Brands, Inc.",Consumer Non-Durables,Packaged Foods
TWNKW,"Hostess Brands, Inc.",Consumer Non-Durables,Packaged Foods
HWCC,Houston Wire & Cable Company,Consumer Non-Durables,Telecommunications Equipment
ICON,"Iconix Brand Group, Inc.",Consumer Non-Durables,Shoe Manufacturing
IBA,"Industrias Bachoco, S.A. de C.V.",Consumer Non-Durables,Meat/Poultry/Fish
INGR,Ingredion Incorporated,Consumer Non-Durables,Packaged Foods
IMTE,Integrated Media Technology Limited,Consumer Non-Durables,Consumer Electronics/Appliances
IPAR,"Inter Parfums, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
JJSF,J & J Snack Foods Corp.,Consumer Non-Durables,Specialty Foods
JILL,"J. Jill, Inc.",Consumer Non-Durables,Apparel
SJM,J.M. Smucker Company (The),Consumer Non-Durables,Packaged Foods
JAKK,"JAKKS Pacific, Inc.",Consumer Non-Durables,Recreational Products/Toys
JRSH,"Jerash Holdings (US), Inc.",Consumer Non-Durables,Apparel
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Non-Durables,Specialty Foods
JOUT,Johnson Outdoors Inc.,Consumer Non-Durables,Recreational Products/Toys
KBSF,KBS Fashion Group Limited,Consumer Non-Durables,Apparel
K,Kellogg Company,Consumer Non-Durables,Packaged Foods
KDP,Keurig Dr Pepper Inc.,Consumer Non-Durables,Beverages (Production/Distribution)
KN,Knowles Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
KTB,"Kontoor Brands, Inc.",Consumer Non-Durables,Apparel
KOSS,Koss Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
LW,"Lamb Weston Holdings, Inc.",Consumer Non-Durables,Packaged Foods
LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods
LNDC,Landec Corporation,Consumer Non-Durables,Packaged Foods
LEVI,Levi Strauss & Co,Consumer Non-Durables,Apparel
LWAY,"Lifeway Foods, Inc.",Consumer Non-Durables,Packaged Foods
LMNR,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling
LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel
MAT,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys
MKC,"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods
MKC.V,"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods
MED,MEDIFAST INC,Consumer Non-Durables,Packaged Foods
MGPI,"MGP Ingredients, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
TAP,Molson Coors Beverage Company,Consumer Non-Durables,Beverages (Production/Distribution)
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods
MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
MOV,Movado Group Inc.,Consumer Non-Durables,Consumer Specialties
MYE,"Myers Industries, Inc.",Consumer Non-Durables,Plastic Products
NAKD,Naked Brand Group Limited,Consumer Non-Durables,Apparel
FIZZ,National Beverage Corp.,Consumer Non-Durables,Beverages (Production/Distribution)
NLS,"Nautilus Group, Inc. (The)",Consumer Non-Durables,Recreational Products/Toys
NBEV,New Age Beverages Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
NWL,Newell Brands Inc.,Consumer Non-Durables,Plastic Products
NKE,"Nike, Inc.",Consumer Non-Durables,Shoe Manufacturing
NOMD,Nomad Foods Limited,Consumer Non-Durables,Packaged Foods
SEED,Origin Agritech Limited,Consumer Non-Durables,Farming/Seeds/Milling
OXM,"Oxford Industries, Inc.",Consumer Non-Durables,Apparel
PEP,"Pepsico, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
PFGC,Performance Food Group Company,Consumer Non-Durables,Food Distributors
PM,Philip Morris International Inc,Consumer Non-Durables,Farming/Seeds/Milling
PPC,Pilgrim&#39;s Pride Corporation,Consumer Non-Durables,Meat/Poultry/Fish
PLAG,Planet Green Holdings Corp,Consumer Non-Durables,Packaged Foods
POPE,Pope Resources,Consumer Non-Durables,Environmental Services
POST,"Post Holdings, Inc.",Consumer Non-Durables,Packaged Foods
PRMW,Primo Water Corporation,Consumer Non-Durables,Food Distributors
PVH,PVH Corp.,Consumer Non-Durables,Apparel
RL,Ralph Lauren Corporation,Consumer Non-Durables,Apparel
RAND,Rand Capital Corporation,Consumer Non-Durables,Textiles
RAVE,"Rave Restaurant Group, Inc.",Consumer Non-Durables,Food Distributors
REED,"Reeds, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
REV,"Revlon, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
RIBT,RiceBran Technologies,Consumer Non-Durables,Packaged Foods
RCKY,"Rocky Brands, Inc.",Consumer Non-Durables,Shoe Manufacturing
RMCF,"Rocky Mountain Chocolate Factory, Inc.",Consumer Non-Durables,Specialty Foods
SANW,S&W Seed Company,Consumer Non-Durables,Farming/Seeds/Milling
SAFM,"Sanderson Farms, Inc.",Consumer Non-Durables,Meat/Poultry/Fish
SENEA,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods
SQBG,"Sequential Brands Group, Inc.",Consumer Non-Durables,Apparel
TYHT,"Shineco, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
SITE,"SiteOne Landscape Supply, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
SKX,"Skechers U.S.A., Inc.",Consumer Non-Durables,Shoe Manufacturing
SONO,"Sonos, Inc.",Consumer Non-Durables,Consumer Electronics/Appliances
SNE,Sony Corp Ord,Consumer Non-Durables,Consumer Electronics/Appliances
SPTN,SpartanNash Company,Consumer Non-Durables,Food Distributors
SDI,Standard Diversified Inc.,Consumer Non-Durables,Tobacco
SHOO,"Steven Madden, Ltd.",Consumer Non-Durables,Shoe Manufacturing
SGC,"Superior Group of Companies, Inc.",Consumer Non-Durables,Apparel
SYY,Sysco Corporation,Consumer Non-Durables,Food Distributors
TLF,"Tandy Leather Factory, Inc.",Consumer Non-Durables,Apparel
TPR,"Tapestry, Inc.",Consumer Non-Durables,Apparel
PETZ,"TDH Holdings, Inc.",Consumer Non-Durables,Packaged Foods
WTER,The Alkaline Water Company Inc.,Consumer Non-Durables,Food Distributors
CHEF,"The Chefs&#39; Warehouse, Inc.",Consumer Non-Durables,Food Distributors
HAIN,"The Hain Celestial Group, Inc.",Consumer Non-Durables,Packaged Foods
KHC,The Kraft Heinz Company,Consumer Non-Durables,Packaged Foods
SMPL,The Simply Good Foods Company,Consumer Non-Durables,Packaged Foods
THO,"Thor Industries, Inc.",Consumer Non-Durables,Homebuilding
TR,"Tootsie Roll Industries, Inc.",Consumer Non-Durables,Specialty Foods
THS,"Treehouse Foods, Inc.",Consumer Non-Durables,Packaged Foods
TUP,Tupperware Brands Corporation,Consumer Non-Durables,Plastic Products
TPB,"Turning Point Brands, Inc.",Consumer Non-Durables,Tobacco
TSN,"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish
UA,"Under Armour, Inc.",Consumer Non-Durables,Apparel
UAA,"Under Armour, Inc.",Consumer Non-Durables,Apparel
UFI,"Unifi, Inc.",Consumer Non-Durables,Textiles
UNFI,"United Natural Foods, Inc.",Consumer Non-Durables,Food Distributors
UG,"United-Guardian, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
UEIC,Universal Electronics Inc.,Consumer Non-Durables,Consumer Electronics/Appliances
USFD,US Foods Holding Corp.,Consumer Non-Durables,Food Distributors
VFC,V.F. Corporation,Consumer Non-Durables,Apparel
VGR,Vector Group Ltd.,Consumer Non-Durables,Farming/Seeds/Milling
VRA,"Vera Bradley, Inc.",Consumer Non-Durables,Apparel
VFF,"Village Farms International, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
WCC,"WESCO International, Inc.",Consumer Non-Durables,Telecommunications Equipment
WEYS,"Weyco Group, Inc.",Consumer Non-Durables,Apparel
WVVI,"Willamette Valley Vineyards, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
WVVIP,"Willamette Valley Vineyards, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
WGO,"Winnebago Industries, Inc.",Consumer Non-Durables,Homebuilding
WWW,"Wolverine World Wide, Inc.",Consumer Non-Durables,Shoe Manufacturing
YETI,"YETI Holdings, Inc.",Consumer Non-Durables,Recreational Products/Toys
